QKEY,INTERVIEW_START_W144,INTERVIEW_END_W144,DEVICE_TYPE_W144,LANG_W144,XRAND_FB_IG_W144,SMUSE_a_W144,SMUSE_c_W144,SMUSE_d_W144,SMUSE_i_W144,SMUSE2_a_W144,SMUSE2_c_W144,SMUSE2_d_W144,SMUSE2_i_W144,SOCIALNEWS2_a_W144,SOCIALNEWS2_c_W144,SOCIALNEWS2_d_W144,SOCIALNEWS2_i_W144,DOV_USE4_W144,DOV_ASKFB_W144,DOV_ASKIG_W144,FBWHY_a_W144,FBWHY_b_W144,FBWHY_c_W144,FBWHY_d_W144,FBWHY_e_W144,FBWHY_f_W144,FBWHY_g_W144,FBDEMOCRACY_W144,FBSOURCE_a_W144,FBSOURCE_b_W144,FBSOURCE_c_W144,FBSOURCE_d_W144,FBSOURCE_e_W144,FBTYPE_a_W144,FBTYPE_b_W144,FBTYPE_c_W144,FBTYPE_d_W144,FBACC_W144,FBINFLUENCE_W144,FBELSE_W144,FBWORN_W144,FBHARASS_W144,FBSHARE_W144,FBSHAREPOL_W144,FBWHYSP_a_W144,FBWHYSP_b_W144,FBWHYSP_c_W144,FBWHYSP_d_W144,FBWHYNTSP_a_W144,FBWHYNTSP_b_W144,FBWHYNTSP_c_W144,FBWHYNTSP_d_W144,FBSEEPOL_W144,FBPOLIDEO_W144,FBFREEEXP_W144,IGWHY_a_W144,IGWHY_b_W144,IGWHY_c_W144,IGWHY_d_W144,IGWHY_e_W144,IGWHY_f_W144,IGWHY_g_W144,IGDEMOCRACY_W144,IGSOURCE_a_W144,IGSOURCE_b_W144,IGSOURCE_c_W144,IGSOURCE_d_W144,IGSOURCE_e_W144,IGTYPE_a_W144,IGTYPE_b_W144,IGTYPE_c_W144,IGTYPE_d_W144,IGACC_W144,IGINFLUENCE_W144,IGELSE_W144,IGWORN_W144,IGHARASS_W144,IGSHARE_W144,IGSHAREPOL_W144,IGWHYSP_a_W144,IGWHYSP_b_W144,IGWHYSP_c_W144,IGWHYSP_d_W144,IGWHYNTSP_a_W144,IGWHYNTSP_b_W144,IGWHYNTSP_c_W144,IGWHYNTSP_d_W144,IGSEEPOL_W144,IGPOLIDEO_W144,IGFREEEXP_W144,XTWHY_a_W144,XTWHY_b_W144,XTWHY_c_W144,XTWHY_d_W144,XTWHY_e_W144,XTWHY_f_W144,XTWHY_g_W144,XTDEMOCRACY_W144,XTSOURCE_a_W144,XTSOURCE_b_W144,XTSOURCE_c_W144,XTSOURCE_d_W144,XTSOURCE_e_W144,XTTYPE_a_W144,XTTYPE_b_W144,XTTYPE_c_W144,XTTYPE_d_W144,XTACC_W144,XTINFLUENCE_W144,XTELSE_W144,XTWORN_W144,XTHARASS_W144,XTSHARE_W144,XTSHAREPOL_W144,XTWHYSP_a_W144,XTWHYSP_b_W144,XTWHYSP_c_W144,XTWHYSP_d_W144,XTWHYNTSP_a_W144,XTWHYNTSP_b_W144,XTWHYNTSP_c_W144,XTWHYNTSP_d_W144,XTSEEPOL_W144,XTPOLIDEO_W144,XTFREEEXP_W144,TTWHY_a_W144,TTWHY_b_W144,TTWHY_c_W144,TTWHY_d_W144,TTWHY_e_W144,TTWHY_f_W144,TTWHY_g_W144,TTDEMOCRACY_W144,TTSOURCE_a_W144,TTSOURCE_b_W144,TTSOURCE_c_W144,TTSOURCE_d_W144,TTSOURCE_e_W144,TTTYPE_a_W144,TTTYPE_b_W144,TTTYPE_c_W144,TTTYPE_d_W144,TTACC_W144,TTINFLUENCE_W144,TTELSE_W144,TTWORN_W144,TTHARASS_W144,TTSHARE_W144,TTSHAREPOL_W144,TTWHYSP_a_W144,TTWHYSP_b_W144,TTWHYSP_c_W144,TTWHYSP_d_W144,TTWHYNTSP_a_W144,TTWHYNTSP_b_W144,TTWHYNTSP_c_W144,TTWHYNTSP_d_W144,TTSEEPOL_W144,TTPOLIDEO_W144,TTFREEEXP_W144,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W144,WEIGHT_W144_FB,WEIGHT_W144_IG,WEIGHT_W144_XT,WEIGHT_W144_TT
108592,2024-03-19T16:24:27Z,2024-03-19T16:29:57Z,1,1,2,1,2,2,2,1,,,,2,,,,0,1,0,2,2,3,1,1,1,2,1,,,,,,1,1,1,1,,,,,3,1,3,1,1,1,1,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,2,2,4,2,,1,2,2,1,3,1,2,1,2,2,,2,3,1,5,3,1,2,99,0.4867878693769371,0.4867878693769371,,,
109143,2024-03-19T15:54:21Z,2024-03-19T15:54:35Z,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,2,2,3,2,2,,1,1,1,1,3,1,2,1,5,1,,1,2,1,4,3,1,1,2,0.41345929932333125,,,,
109188,2024-03-20T23:22:23Z,2024-03-20T23:31:48Z,1,1,1,1,2,1,2,4,,6,,2,,2,,0,1,1,3,3,3,2,1,1,2,3,,,,,,2,2,2,2,,,,,99,1,5,,,,,1,3,1,3,5,,99,3,3,3,2,1,3,1,3,,,,,,2,2,2,2,,,,,99,2,,,,,,,,,,5,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,2,1,6,2,,1,1,1,1,3,2,2,2,4,3,2,2,9,1,3,99,2,1,2,0.32445729781158217,0.32445729781158217,0.32445729781158217,,
109299,2024-03-19T18:41:53Z,2024-03-19T18:42:17Z,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,2,4,1,2,4,1,1,1,5,3,1,1,11,2,4,5,4,1,1,2,1,7,3,3,2,2,0.39401341750217395,,,,
110129,2024-03-19T15:49:58Z,2024-03-19T15:53:57Z,2,1,2,1,2,2,2,4,,,,2,,,,0,1,0,3,3,3,3,1,2,3,3,,,,,,2,2,1,2,,,,,99,1,5,,,,,3,1,1,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,2,4,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,4,2,2,1,2,0.4318611982882973,0.4318611982882973,,,
110353,2024-03-19T15:29:48Z,2024-03-23T15:26:25Z,2,1,1,1,1,1,99,2,5,5,,1,1,2,,0,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,3,2,1,5,,,,,2,3,2,3,3,2,1,2,3,2,2,1,1,3,3,,,,,,2,2,2,2,,,,,2,2,,,,,,,,,,4,3,1,3,3,3,2,1,2,3,3,1,2,1,2,1,2,1,1,1,5,99,1,3,2,2,,,,,,,,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,4,2,2,3,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,4,2,2,2,1,0.5804673680597237,0.5804673680597237,0.5804673680597237,0.5804673680597237,
110550,2024-03-19T22:23:57Z,2024-03-19T22:32:40Z,1,1,2,1,2,1,2,3,,6,,2,,2,,0,1,1,3,2,2,1,2,2,3,1,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,3,99,1,3,3,3,1,1,1,3,1,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,2,3,1,1,5,2,,1,1,1,1,1,1,2,1,2,4,1,1,2,1,9,3,2,1,3,0.3510169427422243,0.3510169427422243,0.3510169427422243,,
111927,2024-03-20T10:28:11Z,2024-03-20T10:31:27Z,2,1,1,1,2,2,2,2,,,,2,,,,0,1,0,3,3,3,2,1,1,3,3,,,,,,1,1,1,1,,,,,2,1,4,3,3,3,2,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,4,2,3,2,2,,1,1,1,1,3,12,,3,4,4,99,9,9,1,1,2,2,2,1,1.3799565730434402,1.3799565730434402,,,
112238,2024-03-19T18:20:03Z,2024-03-19T18:25:44Z,3,1,2,1,2,2,1,2,,,5,2,,,2,0,1,0,2,3,3,1,1,1,2,3,,,,,,1,1,1,1,,,,,2,1,5,,,,,1,2,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,2,2,3,3,,,,,,2,2,1,2,,,,,2,2,,,,,,,,,,5,,1,1,4,8,2,4,2,3,2,2,,1,1,1,1,2,12,,3,5,1,,1,2,1,3,3,2,2,2,0.8850836497908352,0.8850836497908352,,,0.8850836497908352
112371,2024-03-19T22:31:00Z,2024-03-19T22:39:06Z,2,1,2,1,1,1,2,4,6,4,,2,2,2,,0,1,1,3,3,3,2,2,2,3,2,,,,,,99,99,2,2,,,,,99,2,,,,,,,,,,99,,2,3,3,3,2,3,3,3,3,,,,,,1,1,2,2,,,,,3,2,,,,,,,,,,4,2,2,3,3,3,2,3,3,3,1,,,,,,99,2,1,2,,,,,3,99,,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,2,2,3,1,3,1,1,3,1,1,2,2,2,5,3,1,1,1,1,99,2,2,2,99,0.7998784234066981,0.7998784234066981,0.7998784234066981,0.7998784234066981,
112517,2024-03-21T16:05:34Z,2024-03-21T16:10:07Z,2,1,1,1,2,1,2,2,,2,,1,,1,,0,1,1,3,3,3,1,1,3,3,3,2,1,1,1,2,2,2,1,1,3,2,3,2,1,2,,,,,,,,,,3,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,4,3,2,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,2,1,6,2,,1,1,1,1,1,1,1,1,2,3,1,1,1,1,9,2,1,2,3,0.5128579902299657,0.5128579902299657,0.5128579902299657,,
112613,2024-03-24T12:42:57Z,2024-03-24T12:46:16Z,1,1,1,1,2,2,2,3,,,,2,,,,0,1,0,3,3,2,2,1,1,2,3,,,,,,1,1,1,1,,,,,3,1,5,,,,,3,3,1,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,4,2,1,6,2,,1,1,1,1,6,1,2,1,4,1,,1,2,1,8,3,3,2,3,0.3727636674635087,0.3727636674635087,,,
112984,2024-03-19T18:47:42Z,2024-03-19T18:56:17Z,2,1,1,1,2,2,2,4,,,,2,,,,0,1,0,3,3,3,3,3,3,3,3,,,,,,2,2,2,2,,,,,1,2,,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,4,2,1,5,2,,1,1,1,1,1,12,,3,5,2,,2,4,3,99,4,3,1,99,0.3650250510520286,0.3650250510520286,,,
113274,2024-03-19T19:02:10Z,2024-03-19T19:05:13Z,2,1,1,1,2,1,2,2,,2,,1,,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,99,1,1,4,1,1,1,1,,,,,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,99,3,1,1,1,1,4,2,1,1,2,,,,,4,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,1,1,5,99,,1,1,1,1,2,5,,4,3,2,,2,3,1,2,2,2,2,1,0.384331265,0.384331265,0.384331265,,
113412,2024-03-19T16:27:03Z,2024-03-19T16:35:34Z,2,1,1,1,1,1,1,2,3,6,5,1,2,2,2,1,1,0,1,1,3,2,1,1,3,3,2,1,2,2,2,1,1,1,2,2,1,3,3,3,1,3,3,1,2,1,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,2,2,1,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,2,1,1,3,3,3,2,1,3,3,3,,,,,,1,2,1,2,,,,,3,2,,,,,,,,,,3,3,1,1,3,7,2,4,2,2,3,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,3,1,1,2,2,0.3997467944106781,0.7994935888213562,,0.3997467944106781,0.3997467944106781
113565,2024-03-19T19:13:35Z,2024-03-19T19:19:02Z,2,1,1,1,2,2,2,3,,,,2,,,,0,1,0,3,3,3,1,2,3,3,3,,,,,,1,2,2,1,,,,,2,1,5,,,,,3,1,1,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,3,4,1,2,3,2,,1,1,1,1,1,1,1,1,2,2,,2,3,1,5,2,3,2,2,0.4838422332201751,0.4838422332201751,,,
114197,2024-03-19T19:22:29Z,2024-03-19T19:30:47Z,2,1,2,1,2,1,2,2,,3,,1,,1,,0,1,1,3,3,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,5,,,,,1,1,1,3,3,3,1,3,3,3,1,3,3,3,2,2,2,1,1,1,1,1,1,1,3,1,2,3,1,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,2,1,5,2,,1,1,1,1,5,2,2,2,6,1,,1,2,1,3,3,2,2,2,0.7567756006347663,0.7567756006347663,0.7567756006347663,,
114473,2024-03-21T23:55:29Z,2024-03-22T00:03:07Z,2,1,2,1,2,2,2,6,,,,2,,,,0,1,0,3,3,3,3,1,2,3,2,,,,,,1,2,1,2,,,,,1,1,4,2,3,2,1,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,4,2,1,6,2,,1,4,4,1,6,1,1,1,1,1,,1,1,1,1,2,2,1,1,0.49754000494135836,0.49754000494135836,,,
114671,2024-03-19T19:03:40Z,2024-03-19T19:04:02Z,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,8,3,4,1,1,6,2,,1,1,1,1,1,1,2,1,5,3,1,1,1,3,9,2,2,2,3,1.0620278809449168,,,,
114898,2024-03-20T20:02:32Z,2024-03-20T20:05:14Z,2,1,2,1,2,2,2,2,,,,2,,,,0,1,0,3,2,3,2,1,1,3,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,2,2,3,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,4,2,1,6,2,,1,1,1,1,1,1,2,1,2,1,,1,1,1,9,2,2,2,3,0.5786862122192176,0.5786862122192176,,,
115295,2024-03-20T02:21:21Z,2024-03-20T02:26:37Z,1,1,2,2,1,1,2,,4,2,,,2,2,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,1,3,1,,,,,,1,1,1,1,,,,,3,1,5,,,,,3,3,2,3,3,4,1,1,2,3,2,3,2,3,1,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,2,4,1,2,4,2,,1,4,4,1,6,1,1,1,2,3,1,1,1,1,5,2,2,2,2,0.3888714963965004,,0.3888714963965004,0.3888714963965004,
115546,2024-03-19T16:37:42Z,2024-03-19T16:42:17Z,2,1,1,1,1,1,1,3,2,5,3,2,2,2,2,1,1,0,3,2,2,2,3,3,2,2,,,,,,1,2,1,2,,,,,3,1,5,,,,,2,3,2,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,3,3,2,2,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,3,1,2,3,3,2,1,3,3,3,2,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,4,3,1,2,2,4,3,3,1,1,5,2,,1,1,1,1,1,10,,3,6,3,2,2,3,1,9,3,1,2,3,0.4226457835526468,0.8452915671052936,,0.4226457835526468,0.4226457835526468
116151,2024-03-20T01:37:37Z,2024-03-20T01:54:35Z,2,1,1,1,2,1,2,4,,4,,2,,2,,0,1,1,3,2,3,2,1,1,3,3,,,,,,1,2,1,1,,,,,99,99,,,,,,,,,,3,4,1,3,2,3,99,1,2,3,3,,,,,,1,2,2,2,,,,,99,1,5,,,,,2,2,3,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,4,2,99,99,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,4,1,1,0.35288342746446516,0.35288342746446516,0.35288342746446516,,
116182,2024-03-19T17:05:01Z,2024-03-19T17:07:28Z,2,1,2,1,2,2,2,2,,,,2,,,,0,1,0,3,3,3,2,3,3,3,3,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,1,4,1,2,3,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,9,2,2,2,3,0.5236448681889695,0.5236448681889695,,,
116264,2024-03-19T20:18:25Z,2024-03-20T00:17:09Z,2,1,1,1,2,2,1,2,,,6,1,,,2,0,1,0,3,3,3,3,1,1,3,2,2,1,2,1,1,1,1,1,1,4,1,1,3,2,1,4,3,3,3,3,,,,,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,3,2,,,,,,1,2,2,2,,,,,2,2,,,,,,,,,,4,3,1,1,1,2,3,4,2,1,6,2,,1,1,1,1,1,2,2,2,4,1,,1,2,1,5,3,1,1,2,0.4085830192220303,0.4085830192220303,,,0.4085830192220303
116422,2024-03-19T15:30:01Z,2024-03-19T15:35:36Z,2,1,1,1,2,2,2,2,,,,2,,,,0,1,0,3,3,3,2,1,2,3,3,,,,,,1,1,1,2,,,,,2,1,3,3,1,3,2,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3,4,2,3,2,2,,1,1,1,1,5,12,,3,5,3,99,9,9,1,7,3,2,2,2,1.3799565730434402,1.3799565730434402,,,
116439,2024-03-21T00:39:28Z,2024-03-21T00:42:55Z,3,1,2,1,2,2,2,3,,,,1,,,,0,1,0,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,3,2,1,5,,,,,3,3,2,3,3,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,4,2,1,5,2,,1,1,1,1,6,1,1,1,2,3,1,1,2,1,5,3,2,1,2,0.35826461250838354,0.35826461250838354,,,
116591,2024-03-21T12:19:01Z,2024-03-21T12:25:39Z,1,1,1,1,2,1,2,6,,5,,2,,2,,0,1,1,3,3,3,3,1,3,3,2,,,,,,1,2,2,2,,,,,2,1,5,,,,,1,1,1,1,5,,2,3,3,3,3,1,3,3,3,,,,,,2,2,2,2,,,,,2,2,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,4,2,2,3,2,,1,1,1,1,1,12,,3,6,3,1,1,2,1,2,3,2,2,1,0.7038914782109691,0.7038914782109691,0.7038914782109691,,
116617,2024-03-19T15:52:28Z,2024-03-19T16:05:25Z,1,1,2,1,1,2,1,2,6,,3,1,2,,2,0,1,0,2,2,3,3,1,2,3,1,1,1,2,2,2,1,1,1,1,2,1,2,2,3,1,4,3,3,2,2,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,2,,,,,,2,2,1,2,,,,,1,2,,,,,,,,,,2,1,2,3,3,3,1,3,3,3,3,,,,,,1,2,2,2,,,,,3,2,,,,,,,,,,4,3,1,1,3,6,2,3,1,1,6,2,,1,1,1,1,1,1,2,1,4,3,2,2,3,1,9,3,1,1,3,0.32883388410131037,0.32883388410131037,,0.32883388410131037,0.32883388410131037
116998,2024-03-22T22:10:23Z,2024-03-22T22:15:46Z,1,1,2,2,2,1,1,,,2,6,,,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,2,2,3,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,2,3,,,,,,2,2,1,2,,,,,99,2,,,,,,,,,,4,2,1,1,2,3,2,3,2,1,6,2,,1,2,2,1,3,1,99,1,4,2,,2,4,1,99,4,2,2,99,0.4731166063176394,,0.4731166063176394,,0.4731166063176394
117214,2024-03-19T15:38:41Z,2024-03-19T15:42:14Z,3,1,1,2,1,1,2,,3,2,,,2,2,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,1,1,3,3,,,,,,1,1,1,2,,,,,2,1,5,,,,,3,3,3,3,3,3,1,2,2,3,2,1,1,3,2,,,,,,1,1,1,1,,,,,1,1,3,2,2,2,1,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,1,1,6,2,,1,1,1,1,1,10,,3,6,4,2,2,4,1,3,5,1,2,1,0.4131924530750946,,0.4131924530750946,0.4131924530750946,
117395,2024-03-19T20:38:47Z,2024-03-19T20:49:15Z,3,1,1,1,2,2,2,2,,,,1,,,,0,1,0,2,3,3,1,2,2,3,2,2,2,2,2,2,1,1,1,2,3,3,1,5,3,1,4,3,3,3,3,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,1,4,2,1,5,2,,1,1,1,1,5,12,,3,6,2,,2,4,1,9,4,1,1,3,0.20656323586384256,0.20656323586384256,,,
118060,2024-03-22T07:14:25Z,2024-03-22T07:19:54Z,1,1,1,1,2,1,1,3,,6,6,2,,2,2,0,1,1,3,3,3,3,1,2,2,1,,,,,,2,2,1,1,,,,,1,1,5,,,,,1,2,2,3,4,1,1,3,3,2,1,3,1,3,1,,,,,,2,2,1,2,,,,,2,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,2,1,2,1,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,5,,2,1,3,5,3,3,2,1,5,2,,1,1,1,1,1,2,2,2,5,1,,1,1,1,3,2,3,2,2,0.6411063992469153,0.6411063992469153,0.6411063992469153,,0.6411063992469153
118110,2024-03-20T08:03:06Z,2024-03-20T08:03:30Z,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,3,2,3,2,2,,1,1,1,1,1,2,2,2,5,4,1,1,2,1,6,3,3,2,2,1.264928861605474,,,,
118218,2024-03-21T05:16:53Z,2024-03-21T05:23:18Z,3,1,2,1,2,2,2,3,,,,2,,,,0,1,0,2,2,3,2,1,2,3,3,,,,,,1,1,1,1,,,,,1,1,3,3,1,3,1,,,,,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,3,4,2,2,4,2,,1,1,1,1,1,1,1,1,4,3,2,2,3,1,4,1,2,1,2,0.44918169194402974,0.44918169194402974,,,
118242,2024-03-21T00:23:22Z,2024-03-21T00:28:19Z,2,1,2,1,2,2,1,6,,,6,2,,,2,0,1,0,3,3,3,2,1,2,3,3,,,,,,1,2,1,2,,,,,1,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,2,3,2,,,,,,1,2,2,2,,,,,1,2,,,,,,,,,,4,4,2,1,4,8,2,3,2,2,3,1,6,1,4,3,1,3,2,2,2,4,3,1,1,1,1,1,2,1,2,1,0.3779971933416293,0.3779971933416293,,,0.3779971933416293
